genus_species,subgroup,taxon_common_name,location_of_study,methylmercury,lead,arsenic,cadmium,part,dataset,bibliography,number_of_samples,obs_id
genyonemus lineatus,finfish,croaker-white,US-Pacific,3.760416666666666,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2004. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (EPA West) [accessed 26 April 2004].,6,contam429
genyonemus lineatus,finfish,croaker-white,US,11.459375,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,44,contam430
genyonemus lineatus,finfish,croaker-white,US-California,9.969337999999999,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency) Region 9 and NOAA (National Oceanic and Atmospheric Administration. 2007. 2002-2004 Southern California Coastal Marine Fish Contaminants Survey. Available: http://earth1.epa.gov/region09/features/pvshelf/montrose_report.pdf [accessed 14 August 2007].,198,contam431
gerres cinerus,finfish,NA,US-south atlantic,6.839999999999999,61.5,269.3,7.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam432
geryon quinquedens,crustacean,NA,US-north atlantic,14.344999999999999,47.9,1185.6999999999998,11.4,meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam433
glyptocephalus cygnoglossus,finfish,NA,US-north atlantic,14.819999999999999,35.199999999999996,3853,5.6000000000000005,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam434
glyptocephalus zachirus,finfish,NA,US-california,18.43,26.8,1144.5,8,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam435
glyptocephalus zachirus,finfish,NA,US-pacific-northwest,6.08,48.4,1206.5,9.9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam436
gymnura micrura,finfish,NA,US-Florida,14.25,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam437
gymnura micrura,finfish,NA,US-Florida,10.45,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam438
gymnura micrura,finfish,NA,US-Florida,6.65,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam439
haemulon plumeri,finfish,NA,US-south atlantic,24.32,55.50000000000001,487.9,8.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam440
haemulon plumeri,finfish,NA,US-gulf,21.66,51.5,488.99999999999994,7.9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam441
haemulon plumieri,finfish,NA,US-Florida,47.5,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam442
haemulon plumieri,finfish,NA,US-Florida,21.849999999999998,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam443
haemulon plumieri,finfish,NA,US-Florida,30.4,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam444
haemulon plumieri,finfish,NA,US-Florida,25.65,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam445
haemulon sciurus,finfish,NA,US-south atlantic,33.629999999999995,54.2,263.7,8.799999999999999,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam446
haemulon sciurus,finfish,NA,US-gulf,97.18499999999999,46.400000000000006,586.8000000000001,5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam447
haemulon sciurus,finfish,NA,US-Florida,26.6,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam448
haliotis fulgens,finfish,NA,US-california,2.7550000000000003,83.8,1425.9,243.4,shucked,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam449
haliotis rufescens,mollusc,NA,US-california,2.34,55.400000000000006,1399.1,18.8,shucked,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam450
harengula jaguana,finfish,NA,US-Florida,31.349999999999998,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam451
hemilepidotus hemilepidotus,finfish,Red irish lord,NA,12.35,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA,contam452
hemilepidotus jordani,finfish,Yellow irish lord,NA,26.695,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA,contam453
hemiramphus brasiliensis,finfish,NA,US-south atlantic,4.2749999999999995,161.3,403.9,20.4,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam454
hexagrammos lagocephalus,finfish,Rock greenling,NA,9.405,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA,contam455
hippoglossoides elassodon,finfish,sole-flathead,US-Alaska,26.22,NA,NA,NA,NA,karimi,"Burger J, Gochfeld M, Jeitner C, Burke S, Stamm T. 2007c. Metal levels in flathead sole (Hippoglossoides elassodon) and great sculpin (Myoxocephalus polyacanthocephalus) from Adak Island, Alaska: Potential risk to predators and fishermen. Environ Res 103(1):62-69.",39,contam456
hippoglossoides elassodon,finfish,sole-flathead,US-Alaska,5.1775,NA,NA,NA,NA,karimi,"Meador JP, Ernest DW, Kagley AN. 2005. A comparison of the non-essential elements cadmium, mercury, and lead found in fish and sediment from Alaska and California. Sci Total Environ 339(1-3):189-205.",12,contam457
hippoglossoides elassodon,finfish,Flathead sole,NA,26.315,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA,contam458
hippoglossoides platessoides,finfish,NA,US-north atlantic,7.9799999999999995,48.4,1728.3999999999999,5.800000000000001,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam459
hippoglossoides platessoides,finfish,plaice-American,US,4.63125,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,8,contam460
hippoglossus stenolepis,finfish,NA,US-pacific-northwest,17.005,32.4,315.7,3.5000000000000004,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam461
hippoglossus stenolepis,finfish,NA,US-alaska,5.89,45.5,258.5,5.8999999999999995,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam462
hippoglossus stenolepis,finfish,halibut-Pacific,US-Alaska & Canada-BC,20.339613999999997,NA,NA,NA,NA,karimi,"Hall AS, Teeny FM, Lewis LG, Hardman WH, Gauglitz EJ. 1976. Mercury in fish and shellfish of northeast pacific. 1. Pacific Halibut, Hippoglossus stenolepis. Fishery Bulletin 74(4):783-789.",1146,contam463
hippoglossus stenolepis,finfish,halibut-Pacific,US-WA & OR,42.75,NA,NA,NA,NA,karimi,"Hall AS, Teeny FM, Lewis LG, Hardman WH, Gauglitz EJ. 1976. Mercury in fish and shellfish of northeast pacific. 1. Pacific Halibut, Hippoglossus stenolepis. Fishery Bulletin 74(4):783-789.",81,contam464
hippoglossus stenolepis,finfish,halibut-Pacific,US-Alaska,19.512999999999998,NA,NA,NA,NA,karimi,International Pacific Halibut Commission. 2003. Methylmercury and Heavy Metal Contaminant Levels in Alaskan Halibut. Available: http://www.iphc.washington.edu/halcom/pubs/rara/2003rara/2k308RARA.pdf [accessed 19 July 2004].,118,contam465
hippoglossus stenolepis,finfish,halibut-Pacific,US-Alaska,27.549999999999994,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,1685,contam466
hippoglossus stenolepis,finfish,Pacific halibut,NA,15.01,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA,contam467
homarus americanus,crustacean,NA,US-north atlantic,10.924999999999999,49.5,3165,20,claw and tail meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam468
homarus americanus,finfish,lobster-American,US-NY-Long Island Sound,13.3,NA,NA,NA,NA,karimi,"Hammerschmidt CR, Fitzgerald WF. 2006. Bioaccumulation and trophic transfer of methylmercury in Long Island Sound. Arch Environ Contam Toxicol 51(3):416-424.",13,contam469
homarus americanus,finfish,lobster-American,US-New Jersey,15.094444444444445,NA,NA,NA,NA,karimi,State of New Jersey. 2004. Routine Monitoring For Toxics in Fish Program Available: http://www.state.nj.us/dep/dsr/task1.pdf (Task I-Appendix I. Draft Summary of Chemical Contaminant Concentrations) and http://www.state.nj.us/dep/dsr/task2.pdf (Task 2) [accessed 29 November 2011].,9,contam470
homarus americanus,finfish,lobster-American,US,4.2384615384615385,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2008. National Coastal Assessment. Available: http://www.epa.gov/emap/nca/html/data/index.html [accessed 3 October 2008].,13,contam471
homarus americanus,finfish,lobster-American,US,15.864999999999998,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,10,contam472
hyporthodus flavolimbatus,finfish,grouper-yellowedge,US-Louisiana,23.103999999999996,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,3,contam473
hyporthodus nigritus,finfish,grouper-warsaw (E),US-Louisiana,30.523500000000002,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,5,contam474
hyporthodus nigritus,finfish,grouper-warsaw (E),US,40.59214285714286,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,7,contam475
hyporthodus niveatus,finfish,grouper-snowy,US,31.254999999999995,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,4,contam476
hypsopsetta guttulata,finfish,turbot-diamond,US,3.678611111111111,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,9,contam477
ictalurus catus,finfish,NA,US-north atlantic,13.774999999999997,31.5,66.60000000000001,4.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam478
ictalurus furcatus,finfish,catfish-blue (wild),US-Louisiana,8.339954437869817,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,169,contam479
ictalurus furcatus,finfish,catfish-blue (wild),US-Louisiana,13.090166666666669,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,114,contam480
ictalurus furcatus,finfish,catfish-blue (wild),US-North Carolina,22.23,NA,NA,NA,NA,karimi,"State of North Carolina. 2011. Statewide Fish Tissue Metals Results Available: http://portal.ncdenr.org/web/wq/ess/bau/fish-tissue-data, for 1990-2010 [accessed 26 January 2011].",15,contam481
ictalurus furcatus,finfish,catfish-blue (wild),US-Virginia,11.541634553558026,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,40,contam482
